"date","close","volume","open","high","low"
"2015/07/29","210.7700","104940200.0000","209.4800","211.0400","209.3100"
"2015/07/28","209.3300","122370300.0000","207.7900","209.5000","206.8000"
"2015/07/27","206.7900","130669700.0000","206.9400","207.5500","206.2600"
"2015/07/24","208.0000","117558700.0000","210.3000","210.3700","207.6000"
"2015/07/23","210.1800","90364920.0000","211.5300","211.6500","209.7500"
"2015/07/22","211.3700","88346410.0000","210.9300","211.7700","210.8900"
"2015/07/21","211.7500","77743460.0000","212.4300","212.7400","211.3900"
"2015/07/20","212.5900","70280430.0000","212.7500","213.1800","212.2100"
"2015/07/17","212.4800","88094480.0000","212.2900","212.5500","211.8000"
"2015/07/16","212.3000","105988600.0000","211.8700","212.3000","211.5800"
"2015/07/15","210.6100","97532900.0000","210.7300","211.2800","210.0400"
"2015/07/14","210.6800","81287840.0000","209.7200","211.0500","209.6500"
"2015/07/13","209.7700","105721800.0000","208.9900","209.9000","208.9400"
"2015/07/10","207.4800","129124200.0000","207.2900","207.9800","204.9517"
"2015/07/09","204.9000","141251300.0000","207.0400","207.3500","204.7700"
"2015/07/08","204.5300","163538700.0000","206.4500","206.7645","204.2500"
"2015/07/07","208.0200","173452600.0000","206.9600","208.1700","204.1100"
"2015/07/06","206.7200","117560100.0000","205.7700","207.6500","205.5300"
"2015/07/02","207.3100","104256300.0000","208.0700","208.2700","206.8100"
"2015/07/01","207.5000","134195600.0000","207.7300","208.0300","206.5600"
"2015/06/30","205.8500","182761900.0000","207.2600","207.3200","205.2800"
"2015/06/29","205.4200","194187600.0000","208.0450","209.8280","205.3300"
"2015/06/26","209.8200","103470400.0000","210.2900","210.5800","209.1600"
"2015/06/25","209.8600","97026210.0000","211.1000","211.2500","209.7700"
"2015/06/24","210.5000","92151530.0000","211.7200","212.1700","210.4700"
"2015/06/23","212.0400","68053640.0000","212.1400","212.4400","211.5700"
"2015/06/22","211.8900","70514900.0000","211.9050","212.5900","211.6400"
"2015/06/19","210.8100","130219500.0000","211.4600","211.5500","210.3600"
"2015/06/18","212.7800","164892200.0000","211.3100","213.3400","210.6315"
"2015/06/17","210.5900","126642800.0000","210.5900","211.3200","209.3600"
"2015/06/16","210.2500","85152890.0000","208.9300","210.3500","208.7200"
"2015/06/15","209.1100","124240100.0000","208.6400","209.4500","207.7900"
"2015/06/12","210.0100","135327800.0000","210.6400","211.4820","209.6800"
"2015/06/11","211.6300","73755850.0000","211.4800","212.0900","211.2000"
"2015/06/10","210.9500","133678600.0000","209.3700","211.4100","209.2987"
"2015/06/09","208.4500","104826800.0000","208.4500","209.1000","207.6900"
"2015/06/08","208.4800","88866040.0000","209.6400","209.8200","208.3900"
"2015/06/05","209.7700","121669100.0000","209.9500","210.5800","208.9800"
"2015/06/04","210.1292","151747400.0000","211.0700","211.8590","209.7500"
"2015/06/03","211.9200","87704660.0000","212.0000","212.6700","211.3301"
"2015/06/02","211.3600","91438580.0000","211.0200","212.1900","210.2700"
"2015/06/01","211.5700","93171140.0000","211.9400","212.3400","210.6200"
"2015/05/29","211.1400","123383800.0000","212.3800","212.4300","210.8200"
"2015/05/28","212.4600","74855480.0000","212.3300","212.5900","211.6300"
"2015/05/27","212.7000","92949380.0000","211.2500","212.9800","210.7612"
"2015/05/26","210.7000","124074500.0000","212.4000","212.9089","210.2000"
"2015/05/22","212.9900","57367260.0000","213.0400","213.5400","212.9100"
"2015/05/21","213.5000","64544870.0000","212.7100","213.7500","212.5100"
"2015/05/20","212.8800","76542810.0000","213.1500","213.7800","212.5040"
"2015/05/19","213.0300","72041550.0000","213.2400","213.5700","212.6900"
"2015/05/18","213.1000","74382800.0000","212.2400","213.4000","212.1600"
"2015/05/15","212.4400","76393990.0000","212.4400","212.6100","211.8600"
"2015/05/14","212.2100","95825920.0000","211.2400","212.3200","210.9100"
"2015/05/13","210.0200","94544280.0000","210.4700","211.2200","209.7400"
"2015/05/12","209.9800","119647000.0000","209.6100","210.6300","208.6200"
"2015/05/11","210.6050","75465110.0000","211.5700","211.8900","210.5200"
"2015/05/08","211.6200","156207000.0000","210.8800","211.8600","210.7800"
"2015/05/07","208.8700","88018400.0000","207.9200","209.3800","207.5200"
"2015/05/06","208.0400","135438200.0000","209.5600","209.9300","206.7600"
"2015/05/05","208.9000","113182500.0000","211.0300","211.4600","208.7300"
"2015/05/04","211.3200","70813860.0000","211.2300","212.0200","211.1000"
"2015/05/01","210.7200","103245100.0000","209.4000","210.7700","209.2800"
"2015/04/30","208.4600","160666400.0000","209.8800","210.3500","207.6200"
"2015/04/29","210.5700","125567200.0000","210.3700","211.2900","209.6000"
"2015/04/28","211.4400","86758030.0000","210.7400","211.5000","209.3301"
"2015/04/27","210.7700","79107250.0000","212.3300","212.4800","210.5400"
"2015/04/24","211.6499","61224640.0000","211.6600","211.9700","211.1100"
"2015/04/23","211.1600","102247700.0000","210.1500","211.9400","210.0100"
"2015/04/22","210.6300","78047720.0000","210.0100","210.8500","208.9000"
"2015/04/21","209.6000","71355280.0000","210.6700","210.8600","209.2400"
"2015/04/20","209.8500","92026870.0000","209.0600","210.2500","208.9600"
"2015/04/17","207.9500","191012500.0000","208.9400","209.2300","207.0100"
"2015/04/16","210.3700","68783390.0000","210.0300","210.9800","209.7928"
"2015/04/15","210.4300","99415800.0000","210.0500","211.0400","209.9500"
"2015/04/14","209.4900","74795430.0000","208.8500","209.7100","208.1000"
"2015/04/13","209.0900","74139030.0000","209.8700","210.6300","209.0300"
"2015/04/10","210.0400","72471010.0000","209.2000","210.0900","208.9600"
"2015/04/09","208.9000","85426740.0000","207.7800","209.1800","207.1900"
"2015/04/08","207.9750","89261180.0000","207.5500","208.5100","207.0800"
"2015/04/07","207.2800","81058840.0000","207.8550","208.7600","207.2400"
"2015/04/06","207.8300","113960800.0000","205.3700","208.4500","205.2100"
"2015/04/02","206.4350","86817710.0000","205.6200","206.9800","205.4000"
"2015/04/01","205.7000","137055500.0000","206.3900","206.4200","204.5100"
"2015/03/31","206.4300","126569200.0000","207.2600","208.1000","206.3600"
"2015/03/30","208.2500","95986750.0000","206.9800","208.6100","206.9600"
"2015/03/27","205.7400","117057900.0000","205.1300","205.9500","204.9000"
"2015/03/26","205.2700","152909900.0000","204.9600","206.3700","204.1200"
"2015/03/25","205.7600","159285600.0000","209.0700","209.3500","205.7100"
"2015/03/24","208.8200","76947650.0000","209.8500","210.4000","208.7400"
"2015/03/23","210.0000","71619060.0000","210.4200","211.1100","210.0000"
"2015/03/20","210.4100","177517400.0000","209.7100","211.0200","209.4903"
"2015/03/19","209.5000","117697000.0000","209.9600","210.4697","209.0300"
"2015/03/18","210.4600","227287200.0000","207.3900","211.2700","206.6200"
"2015/03/17","207.9600","94322500.0000","207.6900","208.4200","206.9800"
"2015/03/16","208.5800","135571800.0000","206.7100","208.6900","205.8641"
"2015/03/13","205.8272","162353900.0000","206.7700","207.9338","204.5800"
"2015/03/12","207.1000","93451320.0000","205.2600","207.1750","205.2000"
"2015/03/11","204.5000","109058000.0000","205.2900","205.5000","204.4000"
"2015/03/10","204.9800","156656000.0000","206.7100","206.8100","204.9300"
"2015/03/09","208.3600","89621890.0000","207.7400","208.7900","207.5459"
"2015/03/06","207.5000","186468600.0000","209.4200","209.9400","207.1000"
"2015/03/05","210.4600","76825940.0000","210.6200","210.8000","209.8500"
"2015/03/04","210.2301","114257600.0000","210.4000","210.4900","209.0600"
"2015/03/03","211.1200","110141700.0000","211.4700","212.0540","210.0800"
"2015/03/02","211.9900","87300760.0000","210.7800","212.0600","210.7200"
"2015/02/27","210.6600","107946400.0000","211.2600","211.5800","210.6000"
"2015/02/26","211.3800","72577040.0000","211.5200","211.7100","210.6500"
"2015/02/25","211.6300","72874810.0000","211.6600","212.2400","211.2200"
"2015/02/24","211.8100","72214030.0000","211.1200","212.0500","210.7600"
"2015/02/23","211.2090","74250690.0000","210.9400","211.2100","210.4800"
"2015/02/20","211.2390","140029800.0000","209.4800","211.3300","208.7300"
"2015/02/19","209.9800","91364150.0000","209.4100","210.4200","209.2400"
"2015/02/18","210.1300","80057400.0000","209.6600","210.2200","209.3401"
"2015/02/17","210.1100","76888670.0000","209.4000","210.3200","209.1000"
"2015/02/13","209.7800","93553960.0000","209.0700","209.8400","208.7600"
"2015/02/12","208.9200","97202820.0000","207.8900","208.9900","206.9727"
"2015/02/11","206.9300","90268410.0000","206.6100","207.4500","205.8300"
"2015/02/10","206.8100","95999260.0000","205.8800","207.1200","204.6801"
"2015/02/09","204.6300","87074270.0000","204.7700","205.6400","204.1350"
"2015/02/06","205.5500","125550800.0000","206.5600","207.2400","204.9200"
"2015/02/05","206.1200","97236260.0000","204.8600","206.3000","204.7700"
"2015/02/04","204.0600","132933500.0000","203.9200","205.3800","203.5100"
"2015/02/03","204.8400","123861500.0000","203.0000","204.8500","202.5500"
"2015/02/02","201.9200","162649000.0000","200.0500","202.0300","197.8600"
"2015/01/30","199.4500","193789000.0000","200.5700","202.1700","199.1300"
"2015/01/29","201.9902","173293000.0000","200.3800","202.3000","198.6800"
"2015/01/28","200.1400","167681700.0000","204.1700","204.2900","199.9100"
"2015/01/27","202.7400","133590500.0000","202.9700","204.1200","201.7400"
"2015/01/26","205.4500","91684840.0000","204.7100","205.5600","203.8500"
"2015/01/23","204.9700","117356900.0000","205.7900","206.1000","204.8100"
"2015/01/22","206.1000","173536400.0000","203.9900","206.2600","202.3300"
"2015/01/21","203.0800","122729500.0000","201.5000","203.6600","200.9400"
"2015/01/20","202.0550","130756800.0000","202.4000","202.7200","200.1700"
"2015/01/16","201.6300","211677200.0000","198.7700","201.8200","198.5500"
"2015/01/15","199.0199","175383200.0000","201.6300","202.0100","198.8800"
"2015/01/14","200.8600","192551700.0000","199.6500","201.1000","198.5700"
"2015/01/13","202.0800","214341100.0000","204.1200","205.4800","200.5100"
"2015/01/12","202.6500","144043100.0000","204.4100","204.6000","201.9200"
"2015/01/09","204.2500","157293400.0000","206.4000","206.4200","203.5100"
"2015/01/08","205.9000","146039400.0000","204.0100","206.1600","203.9900"
"2015/01/07","202.3100","125069700.0000","201.4200","202.7200","200.8800"
"2015/01/06","199.8200","208922400.0000","202.0900","202.7200","198.8550"
"2015/01/05","201.7200","169139200.0000","204.1700","204.3700","201.3500"
"2015/01/02","205.4300","121394000.0000","206.3800","206.8800","204.1800"
"2014/12/31","205.5400","130284300.0000","207.9900","208.1900","205.3900"
"2014/12/30","207.6000","73448190.0000","208.2100","208.3700","207.5100"
"2014/12/29","208.7200","79514380.0000","208.2200","208.9700","208.1400"
"2014/12/26","208.4400","57204150.0000","208.3100","208.8500","208.2500"
"2014/12/24","207.7700","42963400.0000","208.0200","208.3400","207.7200"
"2014/12/23","207.7500","120516200.0000","208.1700","208.2300","207.3991"
"2014/12/22","207.4700","147884900.0000","206.7500","207.4700","206.4600"
"2014/12/19","206.5200","242836400.0000","206.4300","207.3300","205.6109"
"2014/12/18","206.7800","256909600.0000","204.7400","212.9700","203.9200"
"2014/12/17","201.7900","252458700.0000","198.4400","202.3400","198.2900"
"2014/12/16","197.9100","258867900.0000","198.5800","202.3950","197.8600"
"2014/12/15","199.5100","188920400.0000","201.9800","202.5300","198.7800"
"2014/12/12","200.8900","201983200.0000","202.6400","203.8190","200.8500"
"2014/12/11","204.1900","158542800.0000","203.8800","206.1900","203.7100"
"2014/12/10","203.1601","159140400.0000","205.9100","205.9800","202.9300"
"2014/12/09","206.4700","125033900.0000","204.3700","206.6000","203.9100"
"2014/12/08","206.6100","108460400.0000","207.5200","208.1200","205.9300"
"2014/12/05","208.0000","90978050.0000","207.8700","208.4700","207.5500"
"2014/12/04","207.6600","91222700.0000","207.5400","208.2650","206.7000"
"2014/12/03","207.8900","68869870.0000","207.3000","208.1500","207.1000"
"2014/12/02","207.0850","74435510.0000","205.8100","207.3400","205.7820"
"2014/12/01","205.7600","103711100.0000","206.4000","206.5400","205.3800"
"2014/11/28","207.2000","57890090.0000","207.4900","207.8700","206.9100"
"2014/11/26","207.6400","61927210.0000","207.2900","207.7600","207.0300"
"2014/11/25","207.1100","79013710.0000","207.5400","207.7900","206.8000"
"2014/11/24","207.2600","65635340.0000","207.1700","207.3900","206.9100"
"2014/11/21","206.6800","142105400.0000","207.6400","207.8445","205.9800"
"2014/11/20","205.5800","72498660.0000","204.2600","205.7100","204.1800"
"2014/11/19","205.2200","82226470.0000","205.3100","205.5500","204.3000"
"2014/11/18","205.5500","75858730.0000","204.4400","205.9200","204.4400"
"2014/11/17","204.3700","80373860.0000","203.8500","204.5800","203.6500"
"2014/11/14","204.2400","80310420.0000","204.1000","204.4900","203.7200"
"2014/11/13","204.1900","84981760.0000","204.1600","204.8300","203.2100"
"2014/11/12","203.9600","89957030.0000","203.3500","204.2400","203.3100"
"2014/11/11","204.1750","54294510.0000","204.0550","204.3100","203.6500"
"2014/11/10","203.9800","65897370.0000","203.3800","204.0400","203.1300"
"2014/11/07","203.3400","89443040.0000","203.1700","203.5999","202.6100"
"2014/11/06","203.1500","106715600.0000","202.3900","203.2600","201.6400"
"2014/11/05","202.3400","91466110.0000","202.5400","202.5900","201.4500"
"2014/11/04","201.0700","93082060.0000","201.2300","201.6000","200.0600"
"2014/11/03","201.7700","93478670.0000","201.9200","202.4500","201.3050"
"2014/10/31","201.6600","146697400.0000","201.7800","201.8200","200.7700"
"2014/10/30","199.3800","112825200.0000","197.5800","199.9500","197.4000"
"2014/10/29","198.1100","142224000.0000","198.5500","199.1200","196.8000"
"2014/10/28","198.4100","105847800.0000","196.8200","198.4200","196.7300"
"2014/10/27","196.1600","82747540.0000","195.7300","196.4500","195.0300"
"2014/10/24","196.4300","116715200.0000","195.2500","196.4900","194.4900"
"2014/10/23","194.9300","153664900.0000","194.6200","196.2000","194.2600"
"2014/10/22","192.6900","151377900.0000","194.4100","194.9100","192.6100"
"2014/10/21","194.0700","153368100.0000","191.6800","194.2000","191.4800"
"2014/10/20","190.3000","129429000.0000","188.1300","190.4500","188.0700"
"2014/10/17","188.4700","214147600.0000","188.4200","189.7500","187.6200"
"2014/10/16","186.2700","270110200.0000","183.0600","187.5800","182.8900"
"2014/10/15","186.4300","379972000.0000","185.1600","187.6940","181.9200"
"2014/10/14","187.7000","215226000.0000","188.4200","189.8200","187.0400"
"2014/10/13","187.4099","221938600.0000","190.4600","191.1500","187.3000"
"2014/10/10","190.5400","221531600.0000","192.6900","193.6500","190.4900"
"2014/10/09","192.7400","209904000.0000","196.3300","196.6000","192.5800"
"2014/10/08","196.6400","186038800.0000","193.3700","196.9200","192.3600"
"2014/10/07","193.2600","147546700.0000","195.2800","195.7200","193.2200"
"2014/10/06","196.2900","104721100.0000","197.3400","197.6000","195.5820"
"2014/10/03","196.5200","120932900.0000","195.6800","196.9400","195.0800"
"2014/10/02","194.3800","157161800.0000","194.1800","195.0550","192.3500"
"2014/10/01","194.3500","177602400.0000","196.7000","196.7700","193.9100"
"2014/09/30","197.0200","129887300.0000","197.6900","198.3000","196.6100"
"2014/09/29","197.5400","95061580.0000","196.2000","197.8900","196.0500"
"2014/09/26","197.9000","103503900.0000","196.7000","198.3900","196.4200"
"2014/09/25","196.3400","149990800.0000","199.0400","199.0500","196.2700"
"2014/09/24","199.5600","107098000.0000","198.0400","199.6900","197.5200"
"2014/09/23","198.0100","111103600.0000","198.4300","199.2600","197.9500"
"2014/09/22","199.1500","125341100.0000","200.3500","200.3800","198.7300"
"2014/09/19","200.7000","121373900.0000","201.5200","201.8990","200.2900"
"2014/09/18","201.8200","94415600.0000","201.3600","201.8500","201.1000"
"2014/09/17","200.7500","149647200.0000","200.7700","201.6800","199.7500"
"2014/09/16","200.4800","116039000.0000","198.6100","200.8400","198.5000"
"2014/09/15","198.9810","76350030.0000","199.1600","199.3200","198.3800"
"2014/09/12","199.1300","117403300.0000","200.1000","200.1200","198.5600"
"2014/09/11","200.3000","66733800.0000","199.2700","200.3300","199.1200"
"2014/09/10","200.0700","67150040.0000","199.4300","200.2000","198.7700"
"2014/09/09","199.3200","88480030.0000","200.4100","200.5500","198.9100"
"2014/09/08","200.5900","64103050.0000","200.9200","201.2100","200.0000"
"2014/09/05","201.1100","102010300.0000","200.1700","201.1900","199.4100"
"2014/09/04","200.2101","84993660.0000","200.8400","201.5800","199.6600"
"2014/09/03","200.5000","57371000.0000","201.3800","201.4100","200.2200"
"2014/09/02","200.6100","71399620.0000","200.9700","200.9950","199.8600"
"2014/08/29","200.7100","65878360.0000","200.4500","200.7300","199.8200"
"2014/08/28","200.1400","58143490.0000","199.5900","200.2700","199.3900"
"2014/08/27","200.2500","47782100.0000","200.4300","200.5700","199.9400"
"2014/08/26","200.3300","47244660.0000","200.3300","200.8200","200.2800"
"2014/08/25","200.2000","63788690.0000","200.1400","200.5949","199.1502"
"2014/08/22","199.1900","76052890.0000","199.3400","199.6900","198.7400"
"2014/08/21","199.5000","67740270.0000","199.0900","199.7600","198.9300"
"2014/08/20","198.9200","72595130.0000","198.1200","199.1600","198.0800"
"2014/08/19","198.3900","58938860.0000","197.8400","198.5400","197.4426"
"2014/08/18","197.3600","75133430.0000","196.8000","197.4500","196.6900"
"2014/08/15","195.7200","139865800.0000","196.4700","196.6500","194.3100"
"2014/08/14","195.7600","57192040.0000","195.1600","195.7600","194.9800"
"2014/08/13","194.8400","68917050.0000","194.2900","195.0600","193.9600"
"2014/08/12","193.5300","73575610.0000","193.6100","194.1500","192.9400"
"2014/08/11","193.7950","74426250.0000","193.9650","194.6600","193.7100"
"2014/08/08","193.2400","114867300.0000","191.4600","193.3700","190.9500"
"2014/08/07","191.0300","135504400.0000","192.9350","193.1300","190.5500"
"2014/08/06","192.0700","94623780.0000","191.1100","192.8900","191.0800"
"2014/08/05","192.0100","152514900.0000","193.1000","193.6000","191.3100"
"2014/08/04","193.8900","90973750.0000","192.8700","194.3000","192.0500"
"2014/08/01","192.5000","189017400.0000","192.5600","193.7600","191.5700"
"2014/07/31","193.0900","182368000.0000","195.6100","195.7800","192.9700"
"2014/07/30","196.9800","104066800.0000","197.6500","197.9100","196.1600"
"2014/07/29","196.9500","80364470.0000","198.1700","198.4500","196.9200"
"2014/07/28","197.8000","69081970.0000","197.7600","198.0900","196.6200"
"2014/07/25","197.7200","76774590.0000","198.0900","198.2600","197.3300"
"2014/07/24","198.6500","56372600.0000","198.8300","199.0600","198.4500"
"2014/07/23","198.6400","61583850.0000","198.4950","198.8500","198.1000"
"2014/07/22","198.2000","67490070.0000","198.0100","198.5600","197.8700"
"2014/07/21","197.3400","67465850.0000","197.0900","197.5000","196.4300"
"2014/07/18","197.7099","124236300.0000","196.3500","197.9100","196.2400"
"2014/07/17","195.7100","144249500.0000","197.3500","198.1000","195.4300"
"2014/07/16","197.9600","79967700.0000","198.1100","198.2600","197.4200"
"2014/07/15","197.2300","111294600.0000","197.7200","198.1000","196.3600"
"2014/07/14","197.6000","58562590.0000","197.6100","197.8600","197.4400"
"2014/07/11","196.6100","63448170.0000","196.2200","196.7500","195.7800"
"2014/07/10","196.3400","98825290.0000","195.2200","196.8600","195.0600"
"2014/07/09","197.1200","72921900.0000","196.7300","197.2950","196.3100"
"2014/07/08","196.2400","108050700.0000","197.1500","197.2200","195.7600"
"2014/07/07","197.5100","61636660.0000","197.8200","197.9800","197.2200"
"2014/07/03","198.2000","52938830.0000","197.7900","198.2900","197.6400"
"2014/07/02","197.2300","52313800.0000","197.0500","197.4800","196.9600"
"2014/07/01","197.0300","90321710.0000","196.1900","197.6300","196.1300"
"2014/06/30","195.7200","70201190.0000","195.7000","196.1650","195.5300"
"2014/06/27","195.8200","71154680.0000","194.9800","195.8800","194.8850"
"2014/06/26","195.4400","84265690.0000","195.6100","195.6300","194.1300"
"2014/06/25","195.5800","82268020.0000","194.2500","195.7810","194.2500"
"2014/06/24","194.7000","95988380.0000","195.5300","196.5000","194.4800"
"2014/06/23","195.8800","70445400.0000","195.9700","196.0500","195.5200"
"2014/06/20","195.9400","99956390.0000","196.0300","196.1039","195.7000"
"2014/06/19","196.4800","85824620.0000","196.4300","196.6000","195.8000"
"2014/06/18","196.2550","105142300.0000","194.8300","196.3700","194.4000"
"2014/06/17","194.8300","84775210.0000","194.0200","194.9700","193.8100"
"2014/06/16","194.2900","87358270.0000","193.8900","194.7000","193.6600"
"2014/06/13","194.1300","81977300.0000","193.9000","194.3200","193.3000"
"2014/06/12","193.5400","106122900.0000","194.6500","194.8000","193.1100"
"2014/06/11","194.9200","68700400.0000","194.9000","195.1200","194.4800"
"2014/06/10","195.6000","54728830.0000","195.3300","195.6400","194.9200"
"2014/06/09","195.5800","65005650.0000","195.3500","196.0500","195.1700"
"2014/06/06","195.3750","78649300.0000","194.8700","195.4300","194.7800"
"2014/06/05","194.4500","91942250.0000","193.4100","194.6500","192.7000"
"2014/06/04","193.1900","55017100.0000","192.4700","193.3000","192.2650"
"2014/06/03","192.8000","64982240.0000","192.4000","192.9000","192.2500"
"2014/06/02","192.8950","64215900.0000","192.9500","192.9900","191.9700"
"2014/05/30","192.6800","76206700.0000","192.1900","192.8000","192.0300"
"2014/05/29","192.3700","64122290.0000","191.8200","192.4000","191.3300"
"2014/05/28","191.3800","66064100.0000","191.5200","191.8200","191.0600"
"2014/05/27","191.5200","71932270.0000","191.0500","191.5800","190.9500"
"2014/05/23","190.3500","61092770.0000","189.7500","190.4800","189.5858"
"2014/05/22","189.5900","61509200.0000","189.1800","189.9800","188.8600"
"2014/05/21","189.1300","88988990.0000","188.1000","189.2200","188.0600"
"2014/05/20","187.5500","111495700.0000","188.6450","188.6700","187.0700"
"2014/05/19","188.7400","63652770.0000","187.6900","188.8900","187.5200"
"2014/05/16","188.0500","97346150.0000","187.5100","188.1300","186.7200"
"2014/05/15","187.4000","154870300.0000","188.6700","188.7200","186.4800"
"2014/05/14","189.0600","72236690.0000","189.7900","189.8800","188.7900"
"2014/05/13","189.9600","66402210.0000","190.0300","190.4200","189.7700"
"2014/05/12","189.7850","86869000.0000","188.7600","189.8800","187.9992"
"2014/05/09","187.9600","83638350.0000","187.6900","188.0400","186.8300"
"2014/05/08","187.6750","93479080.0000","187.6700","189.0500","187.0800"
"2014/05/07","187.8800","106320700.0000","187.4300","187.9700","186.0100"
"2014/05/06","186.7800","85333680.0000","188.0000","188.1300","186.7400"
"2014/05/05","188.4200","75816370.0000","187.1400","188.5500","186.6200"
"2014/05/02","188.0600","97967130.0000","188.3100","189.1400","187.7800"
"2014/05/01","188.3250","92857920.0000","188.2200","188.8400","187.7300"
"2014/04/30","188.3100","101247200.0000","187.4400","188.5000","187.1800"
"2014/04/29","187.7500","83898930.0000","187.4800","188.0400","187.0800"
"2014/04/28","186.8750","134928700.0000","187.0500","187.6900","184.9600"
"2014/04/25","186.2900","100296800.0000","187.2100","187.3300","185.8700"
"2014/04/24","187.8300","88076060.0000","188.3700","188.3900","186.9300"
"2014/04/23","187.4500","73573920.0000","187.8100","187.9200","187.3000"
"2014/04/22","187.8900","85684410.0000","187.2300","188.4000","187.1300"
"2014/04/21","187.0400","68159790.0000","186.4400","187.1000","186.2100"
"2014/04/17","186.3900","105142500.0000","185.8800","186.9100","185.5600"
"2014/04/16","186.1250","104069100.0000","185.4700","186.1400","184.6500"
"2014/04/15","184.2000","156836500.0000","183.3200","184.3300","181.5100"
"2014/04/14","182.9401","132171000.0000","182.9300","183.3700","181.4400"
"2014/04/11","181.5100","166983600.0000","182.1700","183.4200","181.3100"
"2014/04/10","183.1550","172666800.0000","187.0900","187.1700","182.9300"
"2014/04/09","187.0900","100006500.0000","185.6000","187.1500","185.0600"
"2014/04/08","185.1000","112555000.0000","184.2100","185.4000","183.5900"
"2014/04/07","184.3400","140637100.0000","185.9000","186.2600","183.9600"
"2014/04/04","186.4000","168976000.0000","189.6400","189.7000","186.1000"
"2014/04/03","188.6300","77205590.0000","189.1700","189.2200","188.0500"
"2014/04/02","188.8800","78644710.0000","188.5000","189.1300","188.1400"
"2014/04/01","188.2500","88921020.0000","187.6200","188.3600","187.0015"
"2014/03/31","187.0100","99563690.0000","186.6500","187.3000","185.5216"
"2014/03/28","185.4900","101375100.0000","185.1050","186.4200","185.0000"
"2014/03/27","184.5800","141933100.0000","184.7700","185.3400","183.9000"
"2014/03/26","184.9700","119591100.0000","187.0300","187.3400","184.9200"
"2014/03/25","186.3100","103343800.0000","186.3700","186.9400","185.2700"
"2014/03/24","185.4300","120725800.0000","186.8200","187.0700","184.6200"
"2014/03/21","186.2000","161443100.0000","187.7200","189.0239","186.0300"
"2014/03/20","187.7470","116924800.0000","186.2500","187.8900","185.9200"
"2014/03/19","186.6600","176027700.0000","187.7000","187.9400","185.4700"
"2014/03/18","187.6600","101623900.0000","186.7100","187.9100","186.5100"
"2014/03/17","186.3300","98178680.0000","185.5900","186.7700","185.5100"
"2014/03/14","184.6600","153636400.0000","184.8000","185.8000","184.4400"
"2014/03/13","185.1800","154051000.0000","187.8400","187.9900","184.6600"
"2014/03/12","187.2800","104682500.0000","186.3200","187.3500","185.9000"
"2014/03/11","187.2300","98816970.0000","188.4400","188.7100","186.8000"
"2014/03/10","188.1600","74695300.0000","187.9400","188.2300","187.0800"
"2014/03/07","188.2600","117460300.0000","188.8700","188.9600","187.4300"
"2014/03/06","188.1800","82291040.0000","188.2100","188.6100","187.7796"
"2014/03/05","187.7500","88259840.0000","187.7200","188.0700","187.4500"
"2014/03/04","187.5800","169547700.0000","186.7500","187.9800","186.7500"
"2014/03/03","184.9800","167433300.0000","184.6900","185.4500","183.7500"
"2014/02/28","186.2900","150550800.0000","185.7900","187.1500","185.0500"
"2014/02/27","185.8200","93701360.0000","184.5900","185.8700","184.3700"
"2014/02/26","184.8500","98280850.0000","185.1100","185.6000","184.3300"
"2014/02/25","184.8400","116668300.0000","185.0300","185.5900","184.2300"
"2014/02/24","184.9100","113819000.0000","184.2800","186.1500","184.2000"
"2014/02/21","183.8900","118061400.0000","184.4900","184.8900","183.8000"
"2014/02/20","184.1000","104838500.0000","183.2700","184.5200","182.6000"
"2014/02/19","183.0200","125973100.0000","183.7600","184.9500","182.8700"
"2014/02/18","184.2400","80002130.0000","184.1900","184.4900","183.6500"
"2014/02/14","184.0200","96463070.0000","182.8400","184.3600","182.6700"
"2014/02/13","183.0100","98831510.0000","180.8400","183.2000","180.8300"
"2014/02/12","182.0700","94405400.0000","182.2200","182.8300","181.7050"
"2014/02/11","181.9800","121437000.0000","180.1600","182.4390","180.0389"
"2014/02/10","180.0100","91885210.0000","179.7000","180.0700","179.2100"
"2014/02/07","179.6800","170688400.0000","178.3100","179.8700","177.7300"
"2014/02/06","177.4800","132246200.0000","175.5800","177.4800","175.2209"
"2014/02/05","175.1700","163611500.0000","174.7900","175.5600","173.7100"
"2014/02/04","175.3850","164716100.0000","174.9500","175.8400","174.1055"
"2014/02/03","174.1700","253843100.0000","177.9500","178.3700","173.8300"
"2014/01/31","178.1800","193963700.0000","177.0200","179.2900","176.9200"
"2014/01/30","179.2300","116109700.0000","178.8600","179.8100","178.2600"
"2014/01/29","177.3500","215115400.0000","177.5600","178.5500","176.8800"
"2014/01/28","179.0700","108687800.0000","178.1400","179.3000","178.1200"
"2014/01/27","178.0100","179873900.0000","179.0600","179.5200","177.1200"
"2014/01/24","178.8900","208427800.0000","181.6000","181.6600","178.8300"
"2014/01/23","182.7900","132220300.0000","183.3600","183.4000","181.8200"
"2014/01/22","184.3000","60637390.0000","184.4900","184.5700","183.9100"
"2014/01/21","184.1800","88540350.0000","184.7000","184.7700","183.0500"
"2014/01/17","183.6350","103891700.0000","184.1000","184.4500","183.3200"
"2014/01/16","184.4200","72079880.0000","184.2800","184.6618","183.8300"
"2014/01/15","184.6600","96591250.0000","184.1000","184.9400","183.7102"
"2014/01/14","183.6700","104588600.0000","182.2800","183.7700","181.9500"
